SimTime,SETUP.OUT,SETUP.BIT_GEN
1710850.025,1,1
1711650.025,1,1
1713250.025,1,1
1716450.025,1,1
1720000,1,1
1720100,1,1
1720300,1,1
1720700,1,1
1721500,1,1
1723100,1,1
1725000,1,1
1725100,1,0
1725300,1,0
1725700,1,0
1726500,1,0
1728100,1,0
1731300,1,0
1737700,1,0
1750000,1,0
1750050.025,1,0.50025000050061874
1750100,1,1
1750150.025,1,1
1750250,0,1
1750250.025,0,1
1750450.025,0,1
1750850.025,0,1
1751650.025,0,1
1753250.025,0,1
1756450.025,0,1
1760000,0,1
1760100,0,1
1760300,0,1
1760700,0,1
1761500,0,1
1763100,0,1
1766300,0,1
1770000,0,1
1770050.025,0,1
1770100,0,1
1770150.025,0,1
1770250.025,0,1
1770450.025,0,1
1770850.025,0,1
1771650.025,0,1
1773250.025,0,1
1775000,0,1
1775100,0,0
1775300,0,0
1775700,0,0
1776500,0,0
1778100,0,0
1780000,0,0
1780100,0,0
1780300,0,0
1780700,0,0
1781500,0,0
1783100,0,0
1786300,0,0
1790000,0,0
1790050.025,0,0
1790100,0,0
1790150.025,0,0
1790250.025,0,0
1790450.025,0,0
1790850.025,0,0
1791650.025,0,0
1793250.025,0,0
1796450.025,0,0
1800000,0,0
1800050.025,0,0.50025000050061874
1800100,0,1
1800150.025,0,1
1800250,1,1
1800250.025,1,1
1800450.025,1,1
1800850.025,1,1
1801650.025,1,1
1803250.025,1,1
1806450.025,1,1
1810000,1,1
1810050.025,1,1
1810100,1,1
1810150.025,1,1
1810250.025,1,1
1810450.025,1,1
1810850.025,1,1
1811650.025,1,1
1813250.025,1,1
1816450.025,1,1
1822850.025,1,1
1825000,1,1
1825100,1,0
1825300,1,0
1825700,1,0
1826500,1,0
1828100,1,0
1831300,1,0
1837700,1,0
1840000,1,0
1840100,1,0
1840300,1,0
1840700,1,0
1841500,1,0
1843100,1,0
1846300,1,0
1850000,1,0
1850050.025,1,0.50025000050061874
1850100,1,1
1850150.025,1,1
1850250,0,1
1850250.025,0,1
1850450.025,0,1
1850850.025,0,1
1851650.025,0,1
1853250.025,0,1
1856450.025,0,1
1862850.025,0,1
1875000,0,1
1875100,0,0
1875300,0,0
1875700,0,0
1876500,0,0
1878100,0,0
1881300,0,0
1887700,0,0
1890000,0,0
1890100,0,0
1890300,0,0
1890700,0,0
1891500,0,0
1893100,0,0
1896300,0,0
1900000,0,0
1900050.025,0,0.50025000050061874
1900100,0,1
1900150.025,0,1
1900250,1,1
1900250.025,1,1
1900450.025,1,1
1900850.025,1,1
1901650.025,1,1
1903250.025,1,1
1906450.025,1,1
1912850.025,1,1
1925000,1,1
1925100,1,0
1925299.9999999,1,0
1925699.9999999,1,0
1926499.9999999,1,0
1928099.9999999,1,0
1931299.9999999,1,0
1937699.9999999,1,0
1950000,1,0
1950050.025,1,0.50025000050273638
1950099.9999999,1,1
1950150.025,1,1
1950250.025,1,1
1950450.025,1,1
1950850.025,1,1
1951650.025,1,1
1953250.025,1,1
1956450.025,1,1
1962850.025,1,1
1970000,1,1
1970100,1,1
1970299.9999999,1,1
1970699.9999999,1,1
1971499.9999999,1,1
1973099.9999999,1,1
1975000,1,1
1975100,1,0
1975299.9999999,1,0
1975699.9999999,1,0
1976499.9999999,1,0
1978099.9999999,1,0
1981299.9999999,1,0
1987699.9999999,1,0
2000000,1,0
2000050.025,1,0.50025000050273638
2000100,1,1
2000150.025,1,1
2000250,0,1
2000250.025,0,1
2000450.025,0,1
2000850.025,0,1
2001650.025,0,1
2003250.025,0,1
2006450.025,0,1
2010000,0,1
2010100,0,1
2010299.9999999,0,1
2010699.9999999,0,1
2011499.9999999,0,1
2013099.9999999,0,1
2016299.9999999,0,1
2022699.9999999,0,1
2025000,0,1
2025100,0,0
2025299.9999999,0,0
2025699.9999999,0,0
2026499.9999999,0,0
2028099.9999999,0,0
2030000,0,0
2030050.025,0,0
2030100,0,0
2030150.025,0,0
2030250.025,0,0
2030450.025,0,0
2030850.025,0,0
2031650.025,0,0
2033250.025,0,0
2036450.025,0,0
2040000,0,0
2040099.9999999,0,0
2040299.9999999,0,0
2040699.9999999,0,0
2041499.9999999,0,0
2043099.9999999,0,0
2046299.9999999,0,0
2050000,0,0
2050050.025,0,0.50025000050273638
2050100,0,1
2050199.9499998,0,1
2050399.8499996,0,1
2050799.6499992,0,1
2051599.2499984,0,1
2053198.4499968,0,1
2056396.8499936,0,1
2060000,0,1
2060050.025,0,1
2060100,0,1
2060150.025,0,1
2060250.025,0,1
2060450.025,0,1
2060850.025,0,1
2061650.025,0,1
2063250.025,0,1
2066450.025,0,1
2070000,0,1
2070100,0,1
2070299.9999999,0,1
2070699.9999999,0,1
2071499.9999999,0,1
2073099.9999999,0,1
2075000,0,1
2075100,0,0
2075299.9999999,0,0
2075699.9999999,0,0
2076499.9999999,0,0
2078099.9999999,0,0
2081299.9999999,0,0
2087699.9999999,0,0
2090000,0,0
2090050.025,0,0
2090100,0,0
2090150.025,0,0
2090250.025,0,0
2090450.025,0,0
2090850.025,0,0
2091650.025,0,0
2093250.025,0,0
2096450.025,0,0
2100000,0,0
2100050.025,0,0.50025000050273638
2100100,0,1
2100199.9499998,0,1
2100399.8499996,0,1
2100799.6499992,0,1
2101599.2499984,0,1
2103198.4499968,0,1
2106396.8499936,0,1
2112793.6499872,0,1
2120000,0,1
2120100,0,1
2120299.9999999,0,1
2120699.9999999,0,1
2121499.9999999,0,1
2123099.9999999,0,1
2125000,0,1
2125099.9999999,0,0
2125299.9999999,0,0
2125699.9999999,0,0
2126499.9999999,0,0
2128099.9999999,0,0
2130000,0,0
2130050.025,0,0
2130100,0,0
2130150.025,0,0
2130250.025,0,0
2130450.025,0,0
2130850.025,0,0
2131650.025,0,0
2133250.025,0,0
2136450.025,0,0
2142850.025,0,0
2150000,0,0
2150050.025,0,0.50025000050273638
2150100,0,1
2150150.025,0,1
2150250,1,1
2150250.025,1,1
2150450.025,1,1
2150850.025,1,1
2151650.025,1,1
2153250.025,1,1
2156450.025,1,1
2162850.025,1,1
2170000,1,1
2170050.025,1,1
2170099.9999999,1,1
2170150.025,1,1
2170250.025,1,1
2170450.025,1,1
2170850.025,1,1
2171650.025,1,1
2173250.025,1,1
2175000,1,1
2175100,1,0
2175299.9999999,1,0
2175699.9999999,1,0
2176499.9999999,1,0
2178099.9999999,1,0
2180000,1,0
2180100,1,0
2180299.9999999,1,0
2180699.9999999,1,0
2181499.9999999,1,0
2183099.9999999,1,0
2186299.9999999,1,0
2190000,1,0
2190050.025,1,0
2190100,1,0
2190150.025,1,0
2190250.025,1,0
2190450.025,1,0
2190850.025,1,0
2191650.025,1,0
2193250.025,1,0
2196450.025,1,0
2200000,1,0
